client_id,client_name,portfolio_manager_id,country,segment,industry,revenue,last_contact_date,churn_risk
623,Client_623,29,PL,Mid-Market,IT,9010.621121580365,2025-11-26 12:16:58.712491,0.15957900001726288
624,Client_624,4,IT,SME,Commodity Trading,17341.308544523417,2026-01-17 12:16:58.712497,0.806417708206349
625,Client_625,10,SE,Mid-Market,Wholesale,10182.395364925034,2025-12-11 12:16:58.712503,0.35936727593119244
626,Client_626,56,IT,Mid-Market,SaaS,17086.96232612345,2025-12-05 12:16:58.712508,0.6619491611542303
627,Client_627,17,PL,SME,IT,18595.594585965453,2025-12-09 12:16:58.712514,0.3166944436897041
628,Client_628,74,DE,SME,SaaS,15793.975315768706,2025-11-15 12:16:58.712520,0.4322871049442034
629,Client_629,17,NL,SME,IT,3259.3973243438777,2025-12-21 12:16:58.712526,0.5354718292690596
630,Client_630,69,AT,Mid-Market,SaaS,17685.969180591674,2025-11-03 12:16:58.712531,0.762016272711528
631,Client_631,34,AT,Mid-Market,Commodity Trading,13015.33800593529,2025-11-01 12:16:58.712537,0.8320685878845195
632,Client_632,6,IT,Mid-Market,IT,14152.227024303476,2026-01-20 12:16:58.712543,0.44354674685499074
633,Client_633,53,PL,Mid-Market,Manufacturing,12095.117007901888,2026-01-22 12:16:58.712548,0.2330401323462603
634,Client_634,66,IE,Mid-Market,Consulting,19371.356236140487,2025-11-21 12:16:58.712554,0.15364932847802315
635,Client_635,77,NL,Mid-Market,Consulting,14857.262764713903,2025-11-20 12:16:58.712560,0.34074787125338224
636,Client_636,43,IT,SME,Consulting,13106.64000450206,2026-01-22 12:16:58.712566,0.8017834861690197
637,Client_637,75,IE,Mid-Market,IT,18343.27520789868,2025-12-27 12:16:58.712571,0.27398182531148974
638,Client_638,23,NL,Mid-Market,SaaS,16963.550544703714,2025-12-21 12:16:58.712577,0.047519966147041015
639,Client_639,55,IE,Mid-Market,Consulting,10927.734751424015,2025-12-02 12:16:58.712583,0.5642760870141527
640,Client_640,80,BE,Mid-Market,Wholesale,15327.075689675272,2025-11-05 12:16:58.712589,0.03361362684168456
641,Client_641,75,IT,SME,Manufacturing,14985.891156586182,2025-11-25 12:16:58.712594,0.8849251407872926
642,Client_642,16,PL,SME,Consulting,9908.760319471308,2025-12-05 12:16:58.712600,0.6780604795384513
643,Client_643,8,NL,SME,Retail,16806.30065571262,2026-01-14 12:16:58.712606,0.2568453570134428
644,Client_644,4,AT,Mid-Market,IT,14237.882532426034,2025-11-25 12:16:58.712612,0.4690915041293078
645,Client_645,4,IT,Mid-Market,Manufacturing,20778.414771705255,2025-12-09 12:16:58.712618,0.7392168297482733
646,Client_646,56,NL,Mid-Market,Wholesale,18554.30142412371,2025-12-12 12:16:58.712623,0.9156838335571879
647,Client_647,25,NL,SME,Consulting,14991.31885141251,2025-12-05 12:16:58.712629,0.8744537617267076
648,Client_648,67,IE,Mid-Market,Wholesale,14062.805564013523,2026-01-09 12:16:58.712635,0.06953152029493148
649,Client_649,67,IE,Mid-Market,IT,8190.895245277472,2025-11-14 12:16:58.712641,0.0811413010445311
650,Client_650,27,SE,SME,Consulting,16852.01701903326,2025-12-20 12:16:58.712646,0.5977237054506327
651,Client_651,32,IT,SME,Retail,14119.851318857953,2025-11-24 12:16:58.712652,0.49649606886360753
652,Client_652,50,FR,Mid-Market,Manufacturing,12922.71711569306,2025-11-06 12:16:58.712658,0.2929370736021373
653,Client_653,61,ES,SME,SaaS,14389.53134666875,2025-11-29 12:16:58.712664,0.976173089193256
654,Client_654,51,FR,Mid-Market,Retail,18983.611891675304,2025-12-26 12:16:58.712670,0.7462670700836853
655,Client_655,19,NL,Mid-Market,Consulting,18418.940501980433,2025-12-27 12:16:58.712675,0.687317448389289
656,Client_656,21,SE,SME,Commodity Trading,18410.66775920609,2025-12-23 12:16:58.712681,0.18132969277631494
657,Client_657,5,NL,Mid-Market,Manufacturing,11210.301246120685,2026-01-04 12:16:58.712687,0.28393088767076224
658,Client_658,42,FR,SME,Wholesale,19063.92860023688,2025-12-16 12:16:58.712693,0.6050186841105047
659,Client_659,61,NL,SME,Consulting,12854.67052371094,2025-11-18 12:16:58.712698,0.7955964643657869
660,Client_660,22,IE,Mid-Market,Retail,16563.702886645755,2025-11-18 12:16:58.712704,0.931060349488902
661,Client_661,21,IT,SME,IT,16207.49393015744,2025-12-13 12:16:58.712710,0.6977268798480183
662,Client_662,70,AT,Mid-Market,SaaS,13902.184495248322,2025-12-12 12:16:58.712716,0.4186370531345387
663,Client_663,1,FR,Mid-Market,Commodity Trading,14967.641747904985,2025-11-20 12:16:58.712721,0.6910778707795567
664,Client_664,5,ES,SME,SaaS,9395.391686823408,2026-01-14 12:16:58.712727,0.0691753403700841
665,Client_665,12,ES,SME,IT,14501.948164672127,2025-12-14 12:16:58.712733,0.6000828057855054
666,Client_666,46,IE,SME,Consulting,13618.713445083602,2025-12-07 12:16:58.712738,0.8946248688086695
667,Client_667,34,IT,Mid-Market,Wholesale,20914.265098346576,2025-10-30 12:16:58.712744,0.6369465151221421
668,Client_668,49,DE,Mid-Market,Retail,14411.711746407054,2025-12-09 12:16:58.712750,0.007540271911687713
669,Client_669,78,DE,Mid-Market,Manufacturing,12181.151061776754,2025-11-24 12:16:58.712756,0.6945191246504664
670,Client_670,45,PL,Mid-Market,Commodity Trading,14670.560932820263,2025-11-12 12:16:58.712761,0.7264441309409619
671,Client_671,27,PL,Mid-Market,Consulting,12309.425979682972,2025-11-25 12:16:58.712767,0.5412291529616114
672,Client_672,73,FR,Mid-Market,Consulting,10068.31615837495,2026-01-05 12:16:58.712773,0.8160882291456032
673,Client_673,26,IE,Mid-Market,Consulting,15561.097460248966,2025-11-05 12:16:58.712779,0.20229126617400095
674,Client_674,47,IE,SME,Consulting,14348.075130361744,2025-11-18 12:16:58.712785,0.40897886256521343
675,Client_675,56,NL,Mid-Market,Retail,17304.527207455256,2025-11-19 12:16:58.712791,0.807586019163874
676,Client_676,63,ES,Mid-Market,Manufacturing,18693.03536279574,2025-11-30 12:16:58.712796,0.6036898033430931
677,Client_677,48,ES,SME,Wholesale,19992.993842710726,2025-11-16 12:16:58.712802,0.9943652479477131
678,Client_678,61,ES,Mid-Market,Commodity Trading,15014.170534452644,2025-11-15 12:16:58.712808,0.06926433296379042
679,Client_679,26,SE,Mid-Market,SaaS,16399.619441474846,2025-12-05 12:16:58.712814,0.2443111287397669
680,Client_680,36,IT,SME,Consulting,15169.677295026127,2025-11-18 12:16:58.712819,0.19912535248850094
681,Client_681,1,BE,Mid-Market,IT,7367.543468777367,2025-10-31 12:16:58.712825,0.976392224739126
682,Client_682,8,NL,SME,Consulting,18032.986184960093,2026-01-02 12:16:58.712831,0.8692626560457649
683,Client_683,52,DE,Mid-Market,Manufacturing,15962.447962273283,2025-12-15 12:16:58.712837,0.13312354416360006
684,Client_684,79,IE,Mid-Market,Manufacturing,16002.751158070063,2025-11-13 12:16:58.712843,0.3538039060213626
685,Client_685,47,DE,SME,Retail,12787.273160706533,2026-01-15 12:16:58.712849,0.052597204616885995
686,Client_686,56,SE,SME,Retail,12396.102069500672,2025-12-05 12:16:58.712854,0.6325673186833101
687,Client_687,14,DE,Mid-Market,IT,14121.030816983517,2025-12-19 12:16:58.712860,0.33119471178225146
688,Client_688,28,ES,Mid-Market,IT,15998.77525162393,2026-01-24 12:16:58.712866,0.25756426698834356
689,Client_689,78,AT,SME,Retail,8468.088024212255,2025-12-06 12:16:58.712871,0.5231171981909752
690,Client_690,2,NL,Mid-Market,Commodity Trading,14931.568923999654,2026-01-27 12:16:58.712877,0.7955515739484162
691,Client_691,26,AT,SME,IT,19390.47832609366,2026-01-22 12:16:58.712883,0.4039176088418379
692,Client_692,14,PL,SME,Retail,13930.992521207821,2025-12-04 12:16:58.712889,0.757448891190985
693,Client_693,59,AT,SME,Consulting,8386.317697730254,2025-11-23 12:16:58.712894,0.44613225833782966
694,Client_694,56,BE,Mid-Market,Retail,13758.91908824081,2026-01-10 12:16:58.712900,0.21452204705590205
695,Client_695,7,IE,Mid-Market,SaaS,15209.513642441305,2025-12-30 12:16:58.712906,0.44620580299659085
696,Client_696,3,SE,Mid-Market,Commodity Trading,15453.263444493152,2025-12-06 12:16:58.712911,0.5380545108177617
697,Client_697,23,IE,SME,Retail,14789.214649146405,2025-12-26 12:16:58.712917,0.46157937403834803
698,Client_698,18,BE,Mid-Market,Retail,20133.591590525473,2026-01-25 12:16:58.712923,0.2743242869784057
699,Client_699,38,IE,SME,Consulting,14747.643497346591,2026-01-08 12:16:58.712928,0.18510218972104453
700,Client_700,15,AT,SME,IT,14900.784355420685,2026-01-24 12:16:58.712934,0.946952197900735
701,Client_701,64,IT,Mid-Market,Consulting,12617.654918255428,2025-11-07 12:16:58.712940,0.2974862511031465
702,Client_702,28,IE,Mid-Market,SaaS,17157.979241610017,2026-01-20 12:16:58.712945,0.7053696122492102
703,Client_703,74,PL,SME,SaaS,19416.234346470315,2025-11-03 12:16:58.712951,0.3406943907861858
704,Client_704,39,NL,Mid-Market,Consulting,12440.63055634833,2025-11-03 12:16:58.712957,0.9696430251363969
705,Client_705,57,NL,SME,Retail,13999.073854099319,2025-11-06 12:16:58.712963,0.9882787662856063
706,Client_706,17,DE,Mid-Market,Consulting,7350.435962747552,2025-12-31 12:16:58.712968,0.8250963467402727
707,Client_707,44,FR,SME,Manufacturing,11815.17728906764,2025-11-23 12:16:58.712974,0.5814735316720694
708,Client_708,25,AT,Mid-Market,Wholesale,20232.971246759484,2025-11-16 12:16:58.712980,0.542067322959314
709,Client_709,17,ES,SME,Wholesale,13433.322372748653,2025-11-03 12:16:58.712986,0.32896140358188364
710,Client_710,13,BE,Mid-Market,Consulting,15005.955047790634,2026-01-02 12:16:58.712991,0.12202856060296685
711,Client_711,25,SE,SME,IT,12139.123446007754,2025-12-25 12:16:58.712997,0.07906113575608398
712,Client_712,68,AT,SME,Commodity Trading,15668.455829100221,2025-11-18 12:16:58.713003,0.46544750713967253
713,Client_713,10,NL,SME,SaaS,13801.39922678051,2025-12-10 12:16:58.713009,0.9787887189992365
714,Client_714,67,DE,SME,Consulting,15557.793733286784,2025-10-31 12:16:58.713014,0.24687791143366256
715,Client_715,18,IE,SME,IT,14638.899907594852,2025-12-10 12:16:58.713020,0.41095241312512476
716,Client_716,34,ES,SME,Consulting,18655.031546012153,2025-11-16 12:16:58.713026,0.6414195130842409
717,Client_717,8,ES,Mid-Market,Retail,14830.507371154165,2026-01-01 12:16:58.713032,0.351063823008423
718,Client_718,40,FR,SME,SaaS,11822.07742807094,2025-11-24 12:16:58.713037,0.0036297500597120003
719,Client_719,42,IT,SME,SaaS,12416.353804945336,2025-12-26 12:16:58.713043,0.39621713472014886
720,Client_720,41,FR,Mid-Market,IT,8719.241273916607,2025-11-17 12:16:58.713049,0.8046414374683287
721,Client_721,6,IE,Mid-Market,SaaS,14701.210081677134,2025-12-10 12:16:58.713054,0.9439599618845486
722,Client_722,52,AT,SME,Commodity Trading,14134.303245798132,2025-11-26 12:16:58.713060,0.2750907960262797
723,Client_723,26,PL,Mid-Market,Consulting,18864.950698968616,2025-12-27 12:16:58.713066,0.9216456421852527
724,Client_724,64,BE,Mid-Market,Manufacturing,10806.491107135827,2026-01-09 12:16:58.713072,0.8671485534646574
725,Client_725,59,ES,SME,IT,12232.149938534407,2025-12-09 12:16:58.713077,0.4067238427989017
726,Client_726,56,SE,SME,Wholesale,12263.59059494028,2026-01-06 12:16:58.713083,0.004677816195338136
727,Client_727,59,AT,Mid-Market,IT,13564.25485889526,2025-10-30 12:16:58.713089,0.844875928056857
728,Client_728,70,SE,Mid-Market,Manufacturing,10542.14058093937,2025-11-22 12:16:58.713095,0.2867725307520993
729,Client_729,33,DE,Mid-Market,SaaS,13489.445286712742,2026-01-19 12:16:58.713100,0.7558865739767074
730,Client_730,53,SE,Mid-Market,Manufacturing,14381.115938401696,2025-12-24 12:16:58.713106,0.5715145526532269
731,Client_731,22,ES,Mid-Market,SaaS,14471.343714893286,2025-11-18 12:16:58.713112,0.2216645216827885
732,Client_732,21,ES,Mid-Market,Manufacturing,18145.108335796984,2025-11-10 12:16:58.713117,0.6482116909890477
733,Client_733,70,ES,SME,Commodity Trading,14235.854153785362,2026-01-24 12:16:58.713123,0.7648402324939776
734,Client_734,70,AT,Mid-Market,Commodity Trading,14164.33186783462,2025-12-22 12:16:58.713129,0.47444515770703066
735,Client_735,4,AT,SME,IT,17760.416380862625,2025-12-31 12:16:58.713134,0.7479102774734984
736,Client_736,75,BE,SME,Commodity Trading,14318.24958475489,2026-01-19 12:16:58.713140,0.40497183800136916
737,Client_737,62,NL,Mid-Market,Wholesale,10677.568655247956,2025-12-24 12:16:58.713146,0.9802515720532957
738,Client_738,62,IT,SME,SaaS,11092.495283336346,2026-01-03 12:16:58.713152,0.2398085055124639
739,Client_739,24,IE,Mid-Market,Retail,11121.08871660467,2026-01-19 12:16:58.713157,0.7778547124466481
740,Client_740,55,IE,SME,IT,10668.802754862838,2025-11-28 12:16:58.713163,0.7496020570575452
741,Client_741,9,DE,Mid-Market,Consulting,20319.835061997626,2025-12-07 12:16:58.713169,0.5294429025956713
742,Client_742,3,FR,SME,Consulting,11108.462537666323,2026-01-11 12:16:58.713175,0.35033826092312625
743,Client_743,31,BE,Mid-Market,IT,14199.99505795048,2025-11-13 12:16:58.713180,0.44575992804770626
744,Client_744,40,NL,SME,Retail,14489.900682373127,2026-01-19 12:16:58.713186,0.6294874280906878
745,Client_745,36,PL,Mid-Market,Consulting,13794.513307701154,2025-12-05 12:16:58.713192,0.5303496335753262
746,Client_746,24,DE,SME,IT,11985.759306809767,2026-01-23 12:16:58.713197,0.7615401602971421
747,Client_747,6,AT,SME,IT,15690.60655090775,2025-11-26 12:16:58.713203,0.36068180476023315
748,Client_748,66,NL,SME,Manufacturing,9753.180481868008,2025-12-12 12:16:58.713209,0.10724503497735327
749,Client_749,75,ES,Mid-Market,Wholesale,11127.590248301916,2025-10-30 12:16:58.713215,0.5055952520052315
750,Client_750,4,AT,Mid-Market,Consulting,17690.517516343894,2026-01-09 12:16:58.713220,0.2590117558150695
751,Client_751,79,FR,Mid-Market,Wholesale,11032.651270720748,2025-11-23 12:16:58.713226,0.6166380812205616
752,Client_752,6,FR,Mid-Market,SaaS,18217.633913894595,2025-12-14 12:16:58.713232,0.5203229154039972
753,Client_753,51,IE,Mid-Market,IT,18473.807781920033,2025-11-18 12:16:58.713238,0.7787485664991051
754,Client_754,62,IT,SME,Retail,18533.27801849774,2025-11-16 12:16:58.713243,0.575227222367436
755,Client_755,57,IT,Mid-Market,IT,16856.649374877157,2025-11-03 12:16:58.713249,0.430759541221993
756,Client_756,66,PL,Mid-Market,Consulting,10186.991883613304,2025-12-26 12:16:58.713255,0.11985599882255715
757,Client_757,79,AT,SME,Wholesale,9710.367628998858,2025-11-09 12:16:58.713260,0.12014136760359884
758,Client_758,75,AT,Mid-Market,Manufacturing,10965.996166293,2025-12-16 12:16:58.713266,0.6403510122741294
759,Client_759,8,FR,Mid-Market,Manufacturing,11467.868268872382,2025-11-01 12:16:58.713272,0.8807532991099083
760,Client_760,26,ES,Mid-Market,IT,10424.681392890932,2025-11-17 12:16:58.713278,0.41478764530724976
761,Client_761,51,ES,Mid-Market,Retail,12273.339561021376,2026-01-02 12:16:58.713283,0.5307892344422103
762,Client_762,45,SE,Mid-Market,SaaS,16633.69010836227,2025-12-14 12:16:58.713289,0.5912125234830857
763,Client_763,44,ES,Mid-Market,Commodity Trading,16277.829507545022,2025-12-24 12:16:58.713295,0.4772976318640071
764,Client_764,5,NL,SME,Consulting,15212.099635152817,2025-11-08 12:16:58.713301,0.05956361534043497
765,Client_765,70,IT,Mid-Market,IT,13680.635542007825,2025-12-06 12:16:58.713307,0.589139316601577
766,Client_766,26,ES,Mid-Market,Manufacturing,14120.152506433324,2026-01-18 12:16:58.713312,0.13710244735395893
767,Client_767,68,BE,Mid-Market,Manufacturing,15228.219584568014,2025-12-18 12:16:58.713318,0.555804009186045
768,Client_768,19,AT,SME,Retail,12905.265715115635,2026-01-11 12:16:58.713324,0.7753772832594441
769,Client_769,20,ES,SME,Manufacturing,17257.011971226195,2025-11-18 12:16:58.713330,0.0054480277247888065
770,Client_770,12,SE,SME,Consulting,10380.98946405258,2025-11-23 12:16:58.713335,0.4304763161943558
771,Client_771,47,PL,SME,Retail,11994.47333909732,2026-01-17 12:16:58.713341,0.7456902931148373
772,Client_772,1,PL,Mid-Market,Wholesale,11548.105480545708,2025-11-26 12:16:58.713347,0.5285362063310076
773,Client_773,14,FR,SME,Retail,15697.80356631684,2025-11-22 12:16:58.713352,0.23530680977434215
774,Client_774,64,ES,Mid-Market,SaaS,10724.270043524262,2025-12-13 12:16:58.713358,0.6975674113895566
775,Client_775,38,AT,Mid-Market,Consulting,11573.76271261429,2026-01-08 12:16:58.713364,0.7834723667738924
776,Client_776,37,AT,Mid-Market,SaaS,15598.137209944804,2026-01-15 12:16:58.713370,0.3625252349364101
777,Client_777,11,IT,SME,Consulting,11718.489094322329,2025-11-02 12:16:58.713376,0.2974006511669872
778,Client_778,77,PL,Mid-Market,Wholesale,16839.65598361848,2026-01-11 12:16:58.713381,0.5451381466353625
779,Client_779,3,FR,SME,IT,16769.072481843647,2025-12-27 12:16:58.713387,0.3654230441052607
780,Client_780,33,ES,Mid-Market,Retail,12711.436487790475,2025-11-04 12:16:58.713393,0.8359369313014361
781,Client_781,6,PL,SME,Consulting,14707.85765428842,2026-01-12 12:16:58.713399,0.779050116039121
782,Client_782,50,PL,SME,Consulting,20503.025720113612,2026-01-05 12:16:58.713404,0.3118879047594896
783,Client_783,10,AT,Mid-Market,Wholesale,16941.220952063788,2026-01-17 12:16:58.713410,0.4569785649209054
784,Client_784,5,ES,Mid-Market,Commodity Trading,15807.406136395002,2026-01-14 12:16:58.713416,0.8894879066542792
785,Client_785,23,DE,Mid-Market,Retail,18980.52475370576,2025-11-22 12:16:58.713422,0.14737662853420197
786,Client_786,10,ES,SME,Consulting,11433.991265874905,2025-11-18 12:16:58.713427,0.7542320915582748
787,Client_787,44,NL,SME,Manufacturing,18092.500704712373,2025-12-14 12:16:58.713433,0.3168039068415974
788,Client_788,2,PL,SME,Wholesale,15391.832848570628,2025-11-14 12:16:58.713439,0.11947701069933248
789,Client_789,13,IT,Mid-Market,Commodity Trading,18696.4104342587,2025-12-26 12:16:58.713445,0.11697886519471568
790,Client_790,40,DE,SME,Commodity Trading,12758.592704349483,2025-11-06 12:16:58.713450,0.2762873342606528
791,Client_791,2,SE,Mid-Market,Wholesale,18502.480061808157,2025-12-14 12:16:58.713456,0.5480795829358619
792,Client_792,65,FR,SME,Commodity Trading,9098.102798830725,2025-12-05 12:16:58.713462,0.9078899042221144
793,Client_793,63,ES,SME,Consulting,13197.323631750187,2025-12-08 12:16:58.713467,0.3029948563871756
794,Client_794,73,IT,SME,Commodity Trading,15142.795893709921,2025-11-02 12:16:58.713473,0.19922782086150037
795,Client_795,17,SE,Mid-Market,Retail,16295.459638260676,2026-01-05 12:16:58.713479,0.47865498730964084
796,Client_796,9,SE,Mid-Market,Manufacturing,8045.141088036894,2025-12-30 12:16:58.713484,0.15662881874940793
797,Client_797,75,PL,Mid-Market,Consulting,10587.91133114885,2026-01-22 12:16:58.713490,0.27169080293081704
798,Client_798,15,NL,SME,Wholesale,11074.167834009591,2025-12-20 12:16:58.713496,0.9866312582268426
799,Client_799,24,PL,SME,Manufacturing,11518.018622494388,2026-01-23 12:16:58.713502,0.5580505753998181
800,Client_800,38,FR,SME,IT,12073.543637976789,2025-12-19 12:16:58.713507,0.7839097675860927
801,Client_801,35,DE,SME,Consulting,14819.190579110995,2025-10-30 12:16:58.713513,0.21181011400312388
802,Client_802,49,AT,Mid-Market,Manufacturing,18753.75554548525,2025-11-11 12:16:58.713519,0.5200683880011991
803,Client_803,69,BE,SME,Commodity Trading,13199.168319186987,2025-11-07 12:16:58.713524,0.5105290196508909
804,Client_804,62,DE,SME,IT,18962.42374819947,2026-01-07 12:16:58.713530,0.8126678466213926
805,Client_805,60,FR,Mid-Market,Wholesale,14579.565265342666,2025-11-30 12:16:58.713536,0.02157140441344707
806,Client_806,50,AT,Mid-Market,Wholesale,13682.486037424755,2025-10-31 12:16:58.713541,0.8604796962258388
807,Client_807,78,SE,Mid-Market,Retail,17460.590530475412,2026-01-08 12:16:58.713547,0.0795949336688404
808,Client_808,75,DE,SME,Commodity Trading,13856.631556659113,2026-01-04 12:16:58.713553,0.9165963453751658
809,Client_809,9,AT,Mid-Market,Retail,11978.875303720768,2026-01-25 12:16:58.713559,0.14283955044412078
810,Client_810,34,ES,SME,Retail,18303.27006429701,2025-11-03 12:16:58.713564,0.5322383898174124
811,Client_811,76,PL,Mid-Market,Commodity Trading,14210.106810066598,2025-11-17 12:16:58.713570,0.09939082474736138
812,Client_812,35,BE,SME,Consulting,19698.270486344525,2025-12-02 12:16:58.713605,0.4471913352046789
813,Client_813,1,IT,SME,IT,13260.32679037304,2025-11-18 12:16:58.713612,0.29927883602488947
814,Client_814,40,ES,SME,SaaS,10330.751205228238,2025-11-19 12:16:58.713618,0.420095183797521
815,Client_815,64,DE,SME,Retail,12016.679516533508,2025-11-19 12:16:58.713624,0.5450334911627995
816,Client_816,22,IE,SME,Manufacturing,12312.884982772088,2025-11-13 12:16:58.713630,0.4594386404490852
817,Client_817,60,AT,SME,IT,14038.055537078684,2025-11-26 12:16:58.713636,0.023162826798628577
818,Client_818,64,SE,Mid-Market,Consulting,11942.204100715398,2025-11-03 12:16:58.713642,0.8634531464494233
819,Client_819,72,SE,SME,Commodity Trading,10566.185634674492,2025-12-12 12:16:58.713647,0.09495443127660153
820,Client_820,11,IE,SME,Wholesale,13356.16835176619,2025-10-30 12:16:58.713653,0.980627391425721
821,Client_821,14,DE,SME,Consulting,14599.427135916507,2025-10-31 12:16:58.713659,0.8513186031435588
822,Client_822,60,SE,SME,Retail,15560.10011234072,2026-01-09 12:16:58.713665,0.5613752530964465
823,Client_823,30,NL,Mid-Market,Manufacturing,14274.545232000555,2026-01-15 12:16:58.713671,0.2451932759094887
824,Client_824,35,SE,SME,IT,18423.578201519722,2025-10-31 12:16:58.713676,0.08624615636140254
825,Client_825,37,BE,SME,Commodity Trading,14509.254791207759,2025-12-14 12:16:58.713682,0.6718351441852511
826,Client_826,5,NL,Mid-Market,Wholesale,7774.110293424386,2025-12-27 12:16:58.713688,0.20150939343382301
827,Client_827,78,FR,SME,IT,15076.556046397758,2025-12-29 12:16:58.713694,0.7332202838702865
828,Client_828,26,FR,Mid-Market,Manufacturing,14347.206116295038,2025-11-04 12:16:58.713700,0.8325082785999603
829,Client_829,62,AT,SME,SaaS,16530.71564824367,2025-12-17 12:16:58.713706,0.9889651268464542
830,Client_830,4,NL,SME,Wholesale,10966.858674068912,2025-11-17 12:16:58.713711,0.5042155426974658
831,Client_831,42,ES,Mid-Market,Commodity Trading,17509.346000017027,2025-12-17 12:16:58.713717,0.9746719713796504
832,Client_832,18,AT,Mid-Market,IT,15125.773710898022,2026-01-21 12:16:58.713723,0.14931969910566756
833,Client_833,40,ES,Mid-Market,Consulting,14731.809685165523,2026-01-25 12:16:58.713729,0.8362470035024855
834,Client_834,72,BE,SME,Retail,17140.41473788072,2025-12-22 12:16:58.713735,0.3598020051634754
835,Client_835,39,PL,Mid-Market,Commodity Trading,17803.7066307891,2026-01-25 12:16:58.713740,0.36481225475526446
836,Client_836,14,DE,Mid-Market,Manufacturing,17511.130545956566,2026-01-10 12:16:58.713746,0.2686475055537253
837,Client_837,32,NL,SME,Consulting,7288.663213026806,2025-12-17 12:16:58.713752,0.17341052833681359
838,Client_838,51,IE,SME,IT,10057.61577803479,2026-01-19 12:16:58.713758,0.4422161542436137
839,Client_839,38,IT,SME,Wholesale,13005.667576868871,2025-12-02 12:16:58.713763,0.9872867755832976
840,Client_840,23,DE,Mid-Market,Consulting,10758.4712497085,2026-01-04 12:16:58.713769,0.3299070443506156
841,Client_841,63,BE,SME,Consulting,12239.066233304775,2026-01-21 12:16:58.713775,0.46108176842485316
842,Client_842,15,NL,Mid-Market,Manufacturing,14171.332674585195,2025-10-31 12:16:58.713781,0.22850435767847344
843,Client_843,25,FR,Mid-Market,Retail,12914.983185317233,2025-12-17 12:16:58.713786,0.3371201709698549
844,Client_844,17,DE,Mid-Market,SaaS,14252.775049255719,2025-12-01 12:16:58.713792,0.05514118167504456
845,Client_845,66,ES,Mid-Market,Consulting,18404.130179984088,2025-11-04 12:16:58.713798,0.9560345626220949
846,Client_846,78,IE,SME,Consulting,19667.14460336798,2025-12-03 12:16:58.713804,0.5098022068437421
847,Client_847,53,DE,SME,Retail,15444.92397511405,2025-12-01 12:16:58.713810,0.7329511531051287
848,Client_848,51,IT,Mid-Market,Retail,18330.006315963004,2026-01-10 12:16:58.713815,0.513289526241328
849,Client_849,39,BE,Mid-Market,Wholesale,13128.342172974519,2025-12-20 12:16:58.713821,0.7701968760493118
850,Client_850,51,BE,SME,IT,12450.653749402312,2025-12-09 12:16:58.713827,0.5340904107463387
851,Client_851,70,AT,SME,Wholesale,14099.74767616036,2025-12-26 12:16:58.713833,0.701544680260333
852,Client_852,6,BE,Mid-Market,Retail,13387.778526594724,2025-12-31 12:16:58.713838,0.6848009987875184
853,Client_853,67,AT,Mid-Market,SaaS,16351.978056896942,2025-12-03 12:16:58.713844,0.533562966824467
854,Client_854,7,BE,Mid-Market,Commodity Trading,14368.34553141431,2026-01-03 12:16:58.713850,0.23058710013537753
855,Client_855,51,IT,Mid-Market,Retail,18852.71126910399,2026-01-14 12:16:58.713856,0.21184777691520362
856,Client_856,72,BE,Mid-Market,Wholesale,14683.756027972708,2025-12-04 12:16:58.713862,0.8743051151014157
857,Client_857,42,IE,SME,Manufacturing,12203.881496271068,2025-11-05 12:16:58.713867,0.12068658260739462
858,Client_858,64,PL,Mid-Market,Manufacturing,12906.344878562953,2025-11-05 12:16:58.713873,0.5592417192200649
859,Client_859,15,FR,SME,IT,12542.806892080522,2026-01-21 12:16:58.713879,0.502535023827671
860,Client_860,29,IE,Mid-Market,Consulting,16518.291292129004,2026-01-24 12:16:58.713885,0.7984000908600974
861,Client_861,33,BE,SME,SaaS,14009.540258114002,2025-12-29 12:16:58.713890,0.13539265537351897
862,Client_862,27,NL,Mid-Market,Manufacturing,14679.812164978737,2025-11-27 12:16:58.713898,0.6872982021459031
863,Client_863,36,ES,SME,Wholesale,15580.280062424687,2025-12-02 12:16:58.713905,0.6058511373295761
864,Client_864,29,PL,SME,Manufacturing,15942.531572142578,2025-12-22 12:16:58.713910,0.7011965165777209
865,Client_865,38,FR,Mid-Market,SaaS,17498.68261693778,2025-12-04 12:16:58.713916,0.6212256845024997
866,Client_866,57,ES,Mid-Market,SaaS,15332.876288701702,2025-11-04 12:16:58.713922,0.5625473854127689
867,Client_867,27,IE,SME,Commodity Trading,11446.887376365,2025-11-24 12:16:58.713928,0.9262682485713679
868,Client_868,55,IT,SME,Retail,12866.06238571327,2025-12-07 12:16:58.713934,0.3486575685122081
869,Client_869,33,IT,SME,Retail,12863.061265097938,2026-01-25 12:16:58.713939,0.18468763471151406
870,Client_870,68,ES,Mid-Market,Wholesale,12141.655852436284,2025-11-12 12:16:58.713945,0.7954061289844874
871,Client_871,66,NL,SME,Consulting,17438.81134438677,2026-01-21 12:16:58.713951,0.1296914631884889
872,Client_872,10,ES,Mid-Market,SaaS,13879.7117439207,2025-11-19 12:16:58.713957,0.6797226118628134
873,Client_873,5,IE,Mid-Market,Retail,14860.49760255542,2025-11-19 12:16:58.713963,0.5495602021462219
874,Client_874,74,ES,Mid-Market,Manufacturing,15327.70646183045,2025-12-25 12:16:58.713968,0.0012833632293802744
