client_id,cpm_id,opportunity_stage,last_update,expected_value
2084,11,Discovery,2025-10-31 12:17:14.749484,13028.48726814992
2085,50,Closed Lost,2025-11-12 12:17:14.749489,12633.567006101955
2086,31,Onboarded,2025-11-05 12:17:14.749494,12293.235422648337
2087,56,Activated,2026-01-19 12:17:14.749499,10566.027321672209
2088,79,Qualified,2025-12-22 12:17:14.749504,15865.423002748987
2089,73,Onboarded,2026-01-08 12:17:14.749509,25784.90614014616
2090,9,Qualified,2026-01-18 12:17:14.749528,6887.664081293456
2091,21,Demo,2025-12-06 12:17:14.749533,20023.880334628215
2092,73,Qualified,2025-12-17 12:17:14.749537,17933.51661163895
2093,28,Activated,2025-11-09 12:17:14.749542,7956.369528091257
2094,62,Activated,2025-11-18 12:17:14.749547,24509.123870343716
2095,7,Onboarded,2026-01-16 12:17:14.749552,13975.258168869379
2096,80,Discovery,2026-01-06 12:17:14.749556,10226.638752954139
2097,16,Qualified,2026-01-06 12:17:14.749561,10631.882098120772
2098,4,Onboarded,2025-11-07 12:17:14.749566,10592.243367763065
2099,4,Discovery,2025-11-27 12:17:14.749570,10627.335315225984
2100,40,Demo,2025-11-27 12:17:14.749575,16217.477300221495
2101,17,Discovery,2025-11-08 12:17:14.749580,7640.145222444359
2102,52,Demo,2025-11-24 12:17:14.749585,15825.144185929561
2103,52,Demo,2026-01-22 12:17:14.749589,9158.769192575546
2104,36,Qualified,2026-01-27 12:17:14.749594,9468.529758059454
2105,38,Qualified,2025-11-17 12:17:14.749599,23098.307890499993
2106,50,Demo,2025-11-08 12:17:14.749604,5187.138067134011
2107,63,Demo,2025-12-02 12:17:14.749608,20614.982504603642
2108,63,Qualified,2026-01-12 12:17:14.749613,16542.93759279048
2109,62,Activated,2026-01-14 12:17:14.749618,17706.739419574038
2110,7,Discovery,2025-12-17 12:17:14.749622,15759.277181722126
2111,27,Demo,2025-11-23 12:17:14.749627,13891.835395313583
2112,14,Activated,2025-12-14 12:17:14.749632,8798.92638232258
2113,71,Activated,2026-01-09 12:17:14.749637,23218.09775785627
2114,5,Closed Lost,2026-01-05 12:17:14.749641,20899.18825778518
2115,55,Onboarded,2025-12-16 12:17:14.749646,13471.869965016525
2116,2,Closed Lost,2025-12-14 12:17:14.749651,13997.846755739349
2117,62,Discovery,2025-10-31 12:17:14.749655,14825.11121487042
2118,21,Closed Lost,2026-01-27 12:17:14.749660,19600.818599085043
2119,79,Qualified,2025-11-15 12:17:14.749665,16241.29774471613
2120,21,Closed Lost,2025-11-28 12:17:14.749669,19121.06600548585
2121,10,Activated,2025-12-06 12:17:14.749674,9937.650865090265
2122,58,Qualified,2025-11-12 12:17:14.749679,11556.90649892996
2123,39,Discovery,2025-12-27 12:17:14.749683,10565.134122721885
2124,5,Qualified,2025-12-27 12:17:14.749688,8267.165205850253
2125,65,Qualified,2026-01-17 12:17:14.749693,24468.207366479815
2126,13,Demo,2026-01-14 12:17:14.749698,7912.4272932683225
2127,53,Qualified,2026-01-07 12:17:14.749702,8558.667160611123
2128,45,Activated,2025-12-09 12:17:14.749707,18980.94698757146
2129,32,Qualified,2025-11-14 12:17:14.749712,21440.20660077328
2130,36,Demo,2025-12-24 12:17:14.749717,25462.66878012433
2131,60,Onboarded,2026-01-17 12:17:14.749721,8821.278590557737
2132,11,Closed Lost,2026-01-21 12:17:14.749726,16727.667210261025
2133,63,Activated,2025-11-18 12:17:14.749731,13886.338334237367
2134,21,Closed Lost,2025-12-01 12:17:14.749735,17651.509204316295
2135,52,Closed Lost,2025-12-12 12:17:14.749740,11236.584078195874
2136,55,Onboarded,2025-11-25 12:17:14.749745,14079.929292015977
2137,26,Activated,2026-01-06 12:17:14.749749,19136.224660447235
2138,68,Onboarded,2025-11-23 12:17:14.749754,5398.186707573869
2139,34,Closed Lost,2025-12-16 12:17:14.749759,11793.252302168086
2140,52,Onboarded,2025-12-14 12:17:14.749763,27736.995311452043
2141,52,Onboarded,2026-01-10 12:17:14.749768,11109.99644923292
2142,29,Qualified,2025-11-21 12:17:14.749773,12447.255020418741
2143,38,Activated,2025-12-24 12:17:14.749778,14213.95843685515
2144,42,Onboarded,2025-11-17 12:17:14.749782,18937.144821066006
2145,21,Discovery,2026-01-17 12:17:14.749787,13924.726382227853
2146,42,Onboarded,2025-11-10 12:17:14.749792,9387.433483662557
2147,13,Demo,2026-01-25 12:17:14.749796,14777.607683379172
2148,64,Onboarded,2025-12-27 12:17:14.749801,21408.601082289115
2149,17,Activated,2025-10-30 12:17:14.749806,12340.5804011919
2150,9,Demo,2026-01-22 12:17:14.749811,6837.153649302134
2151,41,Discovery,2025-11-15 12:17:14.749815,16485.026925405615
2152,1,Demo,2025-11-13 12:17:14.749820,16596.501434637343
2153,2,Demo,2025-11-24 12:17:14.749825,14167.033570481712
2154,60,Qualified,2025-11-24 12:17:14.749829,6835.262671376625
2155,48,Qualified,2025-12-08 12:17:14.749834,10512.994780478464
2156,29,Activated,2025-11-24 12:17:14.749839,20869.052891186115
2157,10,Discovery,2025-11-02 12:17:14.749843,21476.193187256267
2158,58,Onboarded,2025-11-30 12:17:14.749848,5743.783116428387
2159,60,Qualified,2025-12-13 12:17:14.749853,11394.327752679521
2160,21,Onboarded,2026-01-06 12:17:14.749858,18272.01366323319
2161,28,Onboarded,2025-12-08 12:17:14.749862,10772.278428710335
2162,75,Demo,2026-01-22 12:17:14.749867,27237.677190398626
2163,34,Closed Lost,2026-01-01 12:17:14.749872,11860.61219933405
2164,8,Activated,2025-11-27 12:17:14.749876,12513.169014073987
2165,59,Demo,2026-01-16 12:17:14.749881,9882.373950014651
2166,72,Onboarded,2026-01-05 12:17:14.749886,17070.1079047162
2167,49,Demo,2025-12-24 12:17:14.749890,10861.00703791872
2168,79,Qualified,2025-11-15 12:17:14.749895,18972.93513412019
2169,17,Onboarded,2025-12-04 12:17:14.749900,11629.155006990346
2170,60,Activated,2025-11-25 12:17:14.749904,13318.124256321691
2171,45,Activated,2025-10-30 12:17:14.749928,13164.762193496097
2172,69,Onboarded,2025-12-17 12:17:14.749933,8168.786068581329
2173,32,Discovery,2025-11-23 12:17:14.749937,10624.739432965853
2174,44,Discovery,2026-01-03 12:17:14.749942,12513.995071090094
2175,65,Discovery,2025-11-15 12:17:14.749948,9100.496977426445
2176,8,Activated,2025-12-28 12:17:14.749956,11306.626139687423
2177,77,Onboarded,2025-11-15 12:17:14.749964,10185.693246213385
2178,72,Closed Lost,2025-12-16 12:17:14.749999,16114.928451212683
2179,43,Discovery,2025-11-30 12:17:14.750008,11421.803211008033
2180,1,Closed Lost,2026-01-08 12:17:14.750015,12783.324852080088
2181,51,Onboarded,2025-11-27 12:17:14.750020,16984.156199266337
2182,24,Demo,2025-12-21 12:17:14.750039,23870.91421699123
2183,24,Qualified,2025-11-26 12:17:14.750044,9545.700973390016
2184,17,Qualified,2025-12-01 12:17:14.750050,11803.93337088441
2185,5,Closed Lost,2025-11-03 12:17:14.750055,9573.026638411384
2186,20,Discovery,2025-11-09 12:17:14.750060,16139.039166145272
2187,21,Activated,2025-12-13 12:17:14.750065,7096.782795293629
2188,58,Discovery,2025-11-04 12:17:14.750070,19758.364191228793
2189,31,Activated,2026-01-11 12:17:14.750075,13204.965659570515
2190,11,Onboarded,2026-01-22 12:17:14.750080,10404.503546502416
2191,52,Qualified,2025-10-30 12:17:14.750085,18416.29185327054
2192,15,Activated,2025-11-03 12:17:14.750090,23726.146234355456
2193,7,Demo,2026-01-19 12:17:14.750095,10916.736412462646
2194,28,Qualified,2025-11-10 12:17:14.750100,16388.982574023667
2195,51,Discovery,2026-01-14 12:17:14.750105,13805.324106496937
2196,58,Demo,2026-01-11 12:17:14.750109,13645.394089846634
2197,5,Activated,2025-12-09 12:17:14.750114,22736.973375463447
2198,5,Qualified,2025-11-24 12:17:14.750119,8688.754913919425
2199,8,Onboarded,2025-12-24 12:17:14.750124,6265.8198143399595
2200,64,Onboarded,2026-01-21 12:17:14.750129,15031.521916431482
2201,10,Onboarded,2025-11-18 12:17:14.750134,15497.743336057447
2202,38,Closed Lost,2025-12-22 12:17:14.750139,15984.54719357077
2203,8,Discovery,2026-01-10 12:17:14.750144,8538.18492212719
2204,25,Activated,2026-01-05 12:17:14.750149,14494.0977404691
2205,73,Closed Lost,2025-12-18 12:17:14.750154,16523.686173080758
2206,66,Activated,2026-01-12 12:17:14.750159,18324.523637686696
2207,79,Discovery,2026-01-02 12:17:14.750164,16776.953288171077
2208,50,Demo,2026-01-20 12:17:14.750169,15611.925167631434
2209,67,Closed Lost,2025-12-28 12:17:14.750174,17990.71425063613
2210,49,Onboarded,2025-11-21 12:17:14.750178,16564.86450589504
2211,36,Discovery,2025-12-29 12:17:14.750244,20981.202569790552
2212,68,Demo,2025-11-21 12:17:14.750254,7691.690926693022
2213,78,Activated,2025-12-24 12:17:14.750259,9371.748608075724
2214,41,Closed Lost,2025-12-22 12:17:14.750265,21222.124215040945
2215,62,Discovery,2025-12-26 12:17:14.750270,10372.000608447584
2216,10,Qualified,2025-12-10 12:17:14.750275,12324.99672834723
2217,21,Closed Lost,2025-11-25 12:17:14.750280,15108.225023981102
2218,36,Qualified,2025-12-24 12:17:14.750285,20879.641395117258
2219,12,Closed Lost,2025-12-30 12:17:14.750290,17415.858366199227
2220,2,Qualified,2026-01-10 12:17:14.750295,13948.917281928556
2221,13,Demo,2026-01-23 12:17:14.750324,18582.251082659757
2222,53,Onboarded,2025-11-15 12:17:14.750329,14355.23376439246
2223,32,Qualified,2026-01-15 12:17:14.750334,23744.494861741667
2224,16,Onboarded,2025-12-16 12:17:14.750339,9752.99395906846
2225,32,Demo,2025-11-04 12:17:14.750344,12096.044781904418
2226,32,Closed Lost,2026-01-02 12:17:14.750348,15241.375491674857
2227,11,Closed Lost,2025-11-10 12:17:14.750353,16483.525977691483
2228,10,Closed Lost,2025-11-28 12:17:14.750358,14657.60274062745
2229,15,Activated,2025-12-02 12:17:14.750363,9212.326331295288
2230,17,Onboarded,2025-12-03 12:17:14.750368,5001.771145418434
2231,40,Onboarded,2026-01-02 12:17:14.750373,16065.318328297752
2232,18,Qualified,2025-11-26 12:17:14.750399,14045.755392412831
2233,55,Discovery,2025-12-16 12:17:14.750404,17059.475284770673
2234,73,Closed Lost,2026-01-04 12:17:14.750409,10198.166108104975
2235,25,Closed Lost,2025-11-08 12:17:14.750414,13300.316146599993
2236,59,Activated,2025-12-28 12:17:14.750419,16355.67012703085
2237,78,Qualified,2026-01-14 12:17:14.750424,16752.026268215126
2238,22,Activated,2025-11-25 12:17:14.750429,6979.059491524991
2239,30,Onboarded,2026-01-11 12:17:14.750451,5714.75114266811
2240,44,Onboarded,2026-01-27 12:17:14.750456,14391.192750080818
2241,32,Demo,2025-11-18 12:17:14.750461,15239.848339373708
2242,51,Discovery,2025-12-22 12:17:14.750466,15038.919340382781
2243,46,Qualified,2025-12-02 12:17:14.750471,17016.559801716965
2244,21,Onboarded,2026-01-11 12:17:14.750475,5574.221533585538
2245,32,Discovery,2025-11-25 12:17:14.750480,18918.11125081681
2246,39,Onboarded,2025-11-24 12:17:14.750485,16214.403429208438
2247,12,Demo,2025-12-08 12:17:14.750490,15675.703547536043
2248,47,Onboarded,2025-12-26 12:17:14.750495,5540.013679545912
2249,18,Closed Lost,2025-11-14 12:17:14.750500,9391.618943394382
2250,21,Demo,2025-12-24 12:17:14.750505,12626.42522621754
2251,13,Onboarded,2026-01-08 12:17:14.750510,10529.57201102943
2252,21,Demo,2025-11-25 12:17:14.750514,9528.010326627196
2253,8,Demo,2026-01-16 12:17:14.750519,14823.636149771233
2254,46,Onboarded,2026-01-22 12:17:14.750524,9287.046169865433
2255,7,Onboarded,2026-01-07 12:17:14.750529,12572.281027206349
2256,23,Demo,2025-11-13 12:17:14.750534,16577.39785707827
2257,75,Discovery,2026-01-19 12:17:14.750539,28726.605551715507
2258,22,Discovery,2026-01-15 12:17:14.750544,8765.896108410137
2259,22,Discovery,2025-11-30 12:17:14.750549,9946.120588721813
2260,29,Activated,2025-12-25 12:17:14.750553,21778.255253717583
2261,13,Onboarded,2025-12-19 12:17:14.750558,7345.491330118934
2262,2,Onboarded,2026-01-26 12:17:14.750563,10755.41827493526
2263,29,Closed Lost,2026-01-23 12:17:14.750568,9879.371914081115
2264,79,Activated,2026-01-26 12:17:14.750573,18149.90716715429
2265,52,Demo,2025-11-22 12:17:14.750578,12207.805491416437
2266,27,Activated,2026-01-18 12:17:14.750583,19269.920015476946
2267,50,Qualified,2026-01-12 12:17:14.750587,13178.791880153618
2268,79,Discovery,2025-12-19 12:17:14.750592,7834.3025378918055
2269,23,Qualified,2025-12-05 12:17:14.750597,20980.821491516712
2270,44,Onboarded,2025-12-12 12:17:14.750602,18145.521925388697
2271,77,Discovery,2025-11-19 12:17:14.750607,22510.306817230135
2272,22,Activated,2025-12-10 12:17:14.750612,7783.892688686951
2273,43,Closed Lost,2025-12-16 12:17:14.750617,13698.316103096464
2274,37,Activated,2025-12-11 12:17:14.750623,19006.85788749706
2275,61,Qualified,2025-12-03 12:17:14.750628,14872.083173642855
2276,56,Onboarded,2025-11-23 12:17:14.750633,19147.965592894365
2277,3,Onboarded,2025-12-23 12:17:14.750638,21792.42904051457
2278,63,Discovery,2026-01-21 12:17:14.750643,19911.62378798946
2279,19,Activated,2025-11-25 12:17:14.750648,8517.029606142372
2280,23,Demo,2025-11-07 12:17:14.750653,18759.783851511518
2281,29,Closed Lost,2025-11-19 12:17:14.750658,7815.036196358087
2282,30,Closed Lost,2025-12-11 12:17:14.750663,26262.164984145893
2283,39,Onboarded,2025-12-31 12:17:14.750668,12753.693613329593
2284,25,Qualified,2026-01-23 12:17:14.750673,16206.619360991817
2285,8,Qualified,2025-11-16 12:17:14.750677,7503.860977802073
2286,58,Activated,2025-11-05 12:17:14.750682,19252.828994362706
2287,16,Demo,2025-11-02 12:17:14.750687,20548.06791769494
2288,72,Onboarded,2025-12-02 12:17:14.750692,22596.913712581543
2289,1,Demo,2025-11-18 12:17:14.750697,16489.126986306634
2290,5,Activated,2025-12-29 12:17:14.750702,23699.540529958405
2291,3,Activated,2026-01-08 12:17:14.750707,15722.695015546884
2292,65,Activated,2026-01-07 12:17:14.750712,13854.623096014802
2293,4,Demo,2025-12-10 12:17:14.750717,11842.878617090928
2294,64,Demo,2026-01-17 12:17:14.750722,19886.532221176956
2295,10,Activated,2025-11-01 12:17:14.750726,13927.961420623014
2296,21,Discovery,2025-12-08 12:17:14.750731,8804.543219660516
2297,46,Onboarded,2025-12-26 12:17:14.750736,10624.538931683424
2298,27,Onboarded,2025-11-14 12:17:14.750741,12037.900021154794
2299,66,Onboarded,2025-12-18 12:17:14.750746,7954.174516952164
2300,41,Demo,2026-01-04 12:17:14.750751,16296.982204443892
2301,13,Closed Lost,2026-01-12 12:17:14.750756,18803.418147569144
2302,9,Closed Lost,2026-01-04 12:17:14.750761,9184.255951695117
2303,36,Closed Lost,2025-12-08 12:17:14.750766,7110.830819227377
2304,58,Activated,2026-01-13 12:17:14.750770,11498.089732661052
2305,54,Demo,2025-11-29 12:17:14.750775,19524.79335006935
2306,12,Activated,2026-01-10 12:17:14.750780,11604.268092593622
2307,78,Qualified,2025-11-28 12:17:14.750785,19353.22281601268
2308,14,Demo,2025-12-27 12:17:14.750790,9745.99659510302
2309,34,Discovery,2025-11-08 12:17:14.750795,21448.840929545644
2310,53,Demo,2026-01-25 12:17:14.750800,13144.345639916519
2311,20,Discovery,2025-11-26 12:17:14.750805,22122.670098719438
2312,75,Activated,2026-01-22 12:17:14.750809,7562.108366214886
2313,16,Qualified,2025-12-25 12:17:14.750814,6251.186727752607
2314,70,Discovery,2025-11-26 12:17:14.750819,15349.353028484422
2315,56,Qualified,2025-12-13 12:17:14.750824,18252.447687831016
2316,58,Activated,2026-01-11 12:17:14.750829,7740.419939078372
2317,4,Activated,2026-01-25 12:17:14.750834,7577.339959975906
2318,4,Demo,2025-12-12 12:17:14.750839,19064.939276724348
2319,20,Closed Lost,2026-01-18 12:17:14.750844,14939.09710854424
2320,10,Closed Lost,2025-12-08 12:17:14.750849,19812.694256535477
2321,24,Onboarded,2026-01-16 12:17:14.750853,10768.969835859827
2322,26,Onboarded,2025-11-07 12:17:14.750858,13172.794834305585
2323,37,Discovery,2025-11-27 12:17:14.750863,16216.081731099432
2324,54,Demo,2025-11-25 12:17:14.750868,9412.987397873952
2325,21,Discovery,2025-12-09 12:17:14.750873,11390.971534713137
2326,74,Onboarded,2025-10-30 12:17:14.750878,9417.903510069482
2327,38,Qualified,2025-12-11 12:17:14.750883,12620.61145481093
2328,46,Discovery,2025-12-14 12:17:14.750888,12594.82373620613
2329,4,Discovery,2025-11-12 12:17:14.750893,24817.686515395857
2330,60,Demo,2026-01-22 12:17:14.750898,17965.167051730183
2331,57,Activated,2025-12-10 12:17:14.750903,19034.420408631715
2332,45,Qualified,2025-12-09 12:17:14.750908,21519.64672966987
2333,20,Closed Lost,2025-12-25 12:17:14.750913,12501.55242792041
2334,17,Discovery,2025-12-13 12:17:14.750918,15322.098188300812
2335,71,Qualified,2025-12-27 12:17:14.750922,24975.22302551136
2336,4,Demo,2025-12-19 12:17:14.750927,8655.048595373266
2337,14,Demo,2026-01-15 12:17:14.750932,14972.689417001618
2338,3,Demo,2026-01-09 12:17:14.750937,13884.852693801115
2339,80,Activated,2025-12-02 12:17:14.750942,7438.009716078262
2340,58,Activated,2025-12-23 12:17:14.750947,9034.407524217848
2341,55,Activated,2025-11-30 12:17:14.750952,16685.593572860293
2342,4,Onboarded,2026-01-03 12:17:14.750957,11591.692472267136
2343,24,Activated,2025-11-27 12:17:14.750962,13628.838204423995
2344,34,Demo,2025-11-17 12:17:14.750967,11044.71369085967
2345,30,Activated,2025-11-16 12:17:14.750972,12264.273899903412
2346,19,Discovery,2026-01-19 12:17:14.750977,20151.963246601445
2347,31,Discovery,2025-11-07 12:17:14.750981,3649.6774820177893
2348,60,Onboarded,2026-01-02 12:17:14.750986,11893.922300094018
2349,60,Activated,2026-01-25 12:17:14.750991,19000.75393205732
2350,19,Onboarded,2025-11-18 12:17:14.750996,7632.139782506156
2351,49,Demo,2025-11-21 12:17:14.751001,12131.678253022257
2352,63,Closed Lost,2026-01-27 12:17:14.751006,13162.559769293795
2353,22,Onboarded,2025-11-09 12:17:14.751011,7792.661411774604
2354,24,Activated,2025-11-09 12:17:14.751016,12133.900545767687
2355,76,Demo,2025-12-17 12:17:14.751021,17147.93341339398
2356,30,Closed Lost,2025-12-19 12:17:14.751026,9075.51109406599
2357,58,Demo,2025-11-09 12:17:14.751030,18651.222538771777
2358,31,Discovery,2025-12-15 12:17:14.751035,9942.076500194647
2359,64,Discovery,2026-01-02 12:17:14.751040,23323.181908468003
2360,19,Activated,2025-11-25 12:17:14.751045,18184.027441410475
2361,48,Qualified,2025-11-27 12:17:14.751050,15028.971081205445
2362,45,Qualified,2026-01-26 12:17:14.751055,17150.203288984914
2363,55,Closed Lost,2026-01-22 12:17:14.751060,17932.333385724873
2364,55,Qualified,2025-12-26 12:17:14.751065,6433.777252125491
2365,18,Closed Lost,2025-11-11 12:17:14.751069,19167.510545960125
2366,63,Discovery,2025-12-16 12:17:14.751074,24564.870826895007
2367,47,Activated,2025-12-29 12:17:14.751079,16644.12317727371
2368,75,Closed Lost,2025-12-01 12:17:14.751085,12181.134702786454
2369,57,Activated,2026-01-21 12:17:14.751090,19760.142157120954
2370,45,Onboarded,2026-01-01 12:17:14.751094,14205.459254890802
2371,33,Discovery,2025-11-23 12:17:14.751099,11097.309296941414
2372,17,Qualified,2026-01-20 12:17:14.751104,16307.47339829762
2373,70,Demo,2026-01-16 12:17:14.751109,21236.43346489695
2374,4,Activated,2025-11-30 12:17:14.751114,14102.522435292005
2375,20,Onboarded,2025-11-22 12:17:14.751119,9881.204217400686
2376,47,Demo,2025-12-13 12:17:14.751124,12667.26074408137
2377,15,Qualified,2025-11-20 12:17:14.751128,14492.97149475446
2378,70,Qualified,2025-11-21 12:17:14.751133,6116.2730822047315
2379,47,Onboarded,2026-01-23 12:17:14.751138,14642.012054864643
2380,78,Onboarded,2026-01-07 12:17:14.751143,9339.538997832582
2381,75,Activated,2026-01-07 12:17:14.751148,11830.629633242577
2382,9,Discovery,2025-12-06 12:17:14.751153,12458.860572347518
2383,16,Closed Lost,2026-01-17 12:17:14.751158,14625.521322436338
2384,69,Discovery,2026-01-02 12:17:14.751162,27268.775698260968
2385,61,Qualified,2025-12-06 12:17:14.751167,14770.693612600655
2386,10,Closed Lost,2025-11-25 12:17:14.751172,22236.71764338191
2387,50,Qualified,2025-11-06 12:17:14.751177,21308.273309721702
2388,3,Discovery,2025-11-23 12:17:14.751182,19357.70978391586
2389,77,Onboarded,2026-01-20 12:17:14.751187,13975.313911930716
2390,70,Closed Lost,2025-11-09 12:17:14.751192,17329.75374633852
2391,51,Qualified,2025-11-08 12:17:14.751196,17026.45209500078
2392,19,Discovery,2026-01-26 12:17:14.751201,11237.361140297195
2393,42,Activated,2025-11-02 12:17:14.751206,8486.403696849207
2394,35,Discovery,2026-01-15 12:17:14.751211,9748.818879124676
2395,46,Qualified,2025-11-23 12:17:14.751216,23715.797189716748
2396,26,Demo,2026-01-13 12:17:14.751221,14048.810821789646
2397,69,Onboarded,2026-01-11 12:17:14.751226,11370.45310426467
2398,64,Activated,2026-01-04 12:17:14.751230,22868.592745235586
2399,37,Activated,2026-01-26 12:17:14.751235,19311.42729585389
2400,49,Qualified,2025-11-15 12:17:14.751240,22789.00635152986
2401,21,Closed Lost,2025-12-08 12:17:14.751245,22512.84361546515
2402,74,Discovery,2025-11-12 12:17:14.751250,22409.638098734813
2403,64,Activated,2025-11-18 12:17:14.751255,12053.692512200025
2404,5,Activated,2025-12-10 12:17:14.751260,14343.63863134352
2405,70,Qualified,2025-11-07 12:17:14.751264,18588.978429188912
2406,4,Closed Lost,2026-01-07 12:17:14.751269,13507.873501118685
2407,39,Activated,2025-11-24 12:17:14.751274,13778.0070253854
2408,35,Activated,2026-01-25 12:17:14.751279,6193.106233076726
2409,1,Demo,2025-11-20 12:17:14.751284,21515.60236897167
2410,24,Activated,2026-01-26 12:17:14.751289,6699.384425823582
2411,57,Demo,2026-01-02 12:17:14.751294,23579.8511627182
2412,70,Demo,2026-01-25 12:17:14.751298,17812.052782598726
2413,41,Closed Lost,2025-10-31 12:17:14.751303,15079.163973152825
2414,54,Activated,2026-01-10 12:17:14.751308,14401.410465107947
2415,46,Closed Lost,2025-12-22 12:17:14.751313,14903.592582035008
2416,60,Closed Lost,2025-12-27 12:17:14.751318,10396.543708344028
2417,60,Onboarded,2025-12-25 12:17:14.751323,23702.93573767968
2418,57,Activated,2026-01-23 12:17:14.751328,18678.901925601156
2419,31,Onboarded,2025-12-20 12:17:14.751332,21944.411430725777
2420,24,Onboarded,2026-01-25 12:17:14.751337,13384.054168737066
2421,36,Activated,2025-12-16 12:17:14.751342,9916.37662143175
2422,30,Qualified,2026-01-06 12:17:14.751347,11665.768657260902
2423,24,Discovery,2025-11-29 12:17:14.751352,6419.628972079204
2424,30,Onboarded,2025-12-10 12:17:14.751357,8538.451507851094
2425,7,Activated,2025-12-25 12:17:14.751362,12560.088563258769
2426,35,Activated,2025-11-23 12:17:14.751366,18150.674728105223
2427,55,Closed Lost,2025-11-01 12:17:14.751371,7888.795591321723
2428,14,Qualified,2026-01-11 12:17:14.751376,17667.24286814798
2429,10,Demo,2026-01-14 12:17:14.751381,10174.401568739531
2430,80,Demo,2026-01-01 12:17:14.751386,22607.139031526356
2431,16,Discovery,2025-11-04 12:17:14.751391,10382.876014877
2432,54,Closed Lost,2025-12-13 12:17:14.751396,12164.865661371732
2433,77,Demo,2025-12-06 12:17:14.751400,18197.08371901602
2434,70,Discovery,2025-11-11 12:17:14.751405,12272.83784230027
2435,44,Onboarded,2026-01-07 12:17:14.751410,20001.331654398266
2436,73,Closed Lost,2025-11-26 12:17:14.751415,12176.268051037527
2437,45,Discovery,2025-12-22 12:17:14.751420,21791.431450036525
2438,56,Qualified,2026-01-26 12:17:14.751425,12043.077530539866
2439,57,Onboarded,2025-11-25 12:17:14.751429,20743.996285362588
2440,21,Qualified,2025-11-05 12:17:14.751434,22659.370088411088
2441,68,Onboarded,2026-01-23 12:17:14.751439,11854.272117670094
2442,50,Demo,2025-12-06 12:17:14.751444,15633.163102021896
2443,33,Discovery,2025-12-14 12:17:14.751449,14928.062105804487
2444,7,Closed Lost,2025-11-27 12:17:14.751454,13853.0812612886
2445,70,Closed Lost,2026-01-27 12:17:14.751458,15218.341058545695
2446,15,Activated,2025-11-13 12:17:14.751463,18165.6235020868
2447,32,Qualified,2026-01-06 12:17:14.751468,12436.258247632437
2448,75,Onboarded,2025-11-17 12:17:14.751473,7565.304967392049
2449,20,Activated,2025-12-19 12:17:14.751478,17297.346737568056
2450,15,Qualified,2026-01-11 12:17:14.751483,14826.965144965185
2451,48,Demo,2025-11-02 12:17:14.751488,19322.026669702245
2452,71,Activated,2026-01-19 12:17:14.751493,8911.828206989607
2453,21,Qualified,2025-12-07 12:17:14.751497,10444.666551201482
2454,42,Activated,2025-11-13 12:17:14.751502,18114.396659741462
2455,26,Activated,2025-11-17 12:17:14.751507,10994.983890039672
2456,14,Closed Lost,2026-01-22 12:17:14.751512,17239.71446299216
2457,57,Onboarded,2025-11-01 12:17:14.751517,11839.760629057799
2458,37,Demo,2026-01-16 12:17:14.751522,10991.183286510637
2459,58,Demo,2025-12-30 12:17:14.751527,21519.259311308335
2460,21,Discovery,2025-12-19 12:17:14.751531,12386.88893452023
2461,69,Qualified,2025-11-01 12:17:14.751536,13915.916927101025
2462,3,Qualified,2025-12-30 12:17:14.751541,13846.90389817061
2463,37,Onboarded,2025-11-10 12:17:14.751546,13204.539549773932
2464,49,Qualified,2026-01-24 12:17:14.751572,21836.05287773512
2465,19,Discovery,2025-12-21 12:17:14.751577,15080.203051910565
2466,12,Qualified,2025-12-27 12:17:14.751582,15308.226222460693
2467,61,Demo,2025-12-28 12:17:14.751587,12910.816464643647
2468,41,Activated,2025-12-09 12:17:14.751608,20067.720790574833
2469,33,Qualified,2025-11-21 12:17:14.751613,14899.045889737628
2470,50,Qualified,2025-11-15 12:17:14.751618,15368.811315823017
2471,68,Closed Lost,2026-01-18 12:17:14.751623,21927.100232117373
2472,71,Closed Lost,2025-12-31 12:17:14.751628,24658.15120116342
2473,33,Demo,2025-12-27 12:17:14.751633,16788.75141421928
2474,24,Onboarded,2025-11-20 12:17:14.751637,15659.957335929339
2475,61,Onboarded,2025-11-06 12:17:14.751642,17105.913536954646
2476,61,Activated,2025-11-15 12:17:14.751647,24344.529116905644
2477,28,Discovery,2025-11-03 12:17:14.751652,12417.888243506337
2478,58,Onboarded,2026-01-08 12:17:14.751657,7460.545452835463
2479,43,Onboarded,2026-01-10 12:17:14.751662,14339.455091743592
2480,41,Activated,2025-11-29 12:17:14.751666,7357.785011947245
2481,39,Discovery,2025-12-10 12:17:14.751671,21217.951265453532
2482,49,Demo,2025-11-27 12:17:14.751676,10547.369841495864
2483,17,Discovery,2026-01-21 12:17:14.751681,24789.422106551483
2484,70,Demo,2025-11-05 12:17:14.751686,9705.74150334538
2485,70,Onboarded,2025-12-09 12:17:14.751691,9493.791795132276
2486,65,Activated,2025-11-01 12:17:14.751695,15182.712213436484
2487,74,Closed Lost,2025-11-09 12:17:14.751700,14448.996298579405
2488,5,Closed Lost,2025-11-19 12:17:14.751705,24714.089203953175
2489,2,Qualified,2025-11-15 12:17:14.751710,16284.27306248977
2490,22,Discovery,2025-12-11 12:17:14.751715,6520.2742180931755
2491,57,Qualified,2025-11-24 12:17:14.751720,12044.165441399085
2492,66,Onboarded,2025-11-22 12:17:14.751724,7936.095809819619
